lsoa11cd,index_domain,measure,value
E01025206,Index of Multiple Deprivation,Rank,16050
E01025207,Index of Multiple Deprivation,Rank,2601
E01025208,Index of Multiple Deprivation,Rank,4830
E01025220,Index of Multiple Deprivation,Rank,3368
E01025221,Index of Multiple Deprivation,Rank,7533
E01025222,Index of Multiple Deprivation,Rank,19588
E01025223,Index of Multiple Deprivation,Rank,6683
E01025178,Index of Multiple Deprivation,Rank,23173
E01025179,Index of Multiple Deprivation,Rank,18007
E01025180,Index of Multiple Deprivation,Rank,22399
E01025203,Index of Multiple Deprivation,Rank,22717
E01025226,Index of Multiple Deprivation,Rank,2883
E01025227,Index of Multiple Deprivation,Rank,1060
E01025228,Index of Multiple Deprivation,Rank,13178
E01025174,Index of Multiple Deprivation,Rank,23428
E01025175,Index of Multiple Deprivation,Rank,26855
E01025176,Index of Multiple Deprivation,Rank,18070
E01025177,Index of Multiple Deprivation,Rank,28124
E01025204,Index of Multiple Deprivation,Rank,23666
E01025211,Index of Multiple Deprivation,Rank,28246
E01025181,Index of Multiple Deprivation,Rank,1828
E01025182,Index of Multiple Deprivation,Rank,1928
E01025183,Index of Multiple Deprivation,Rank,2265
E01025184,Index of Multiple Deprivation,Rank,1890
E01025188,Index of Multiple Deprivation,Rank,3076
E01025189,Index of Multiple Deprivation,Rank,3141
E01025210,Index of Multiple Deprivation,Rank,7370
E01025217,Index of Multiple Deprivation,Rank,2459
E01025218,Index of Multiple Deprivation,Rank,790
E01025219,Index of Multiple Deprivation,Rank,598
E01025224,Index of Multiple Deprivation,Rank,3153
E01025225,Index of Multiple Deprivation,Rank,12034
E01025229,Index of Multiple Deprivation,Rank,3512
E01025230,Index of Multiple Deprivation,Rank,2682
E01025187,Index of Multiple Deprivation,Rank,10853
E01025190,Index of Multiple Deprivation,Rank,13172
E01025209,Index of Multiple Deprivation,Rank,9829
E01025216,Index of Multiple Deprivation,Rank,10681
E01025185,Index of Multiple Deprivation,Rank,4146
E01025186,Index of Multiple Deprivation,Rank,3055
E01025212,Index of Multiple Deprivation,Rank,15705
E01025213,Index of Multiple Deprivation,Rank,11237
E01025214,Index of Multiple Deprivation,Rank,25732
E01025215,Index of Multiple Deprivation,Rank,2817
E01025315,Index of Multiple Deprivation,Rank,17864
E01025320,Index of Multiple Deprivation,Rank,16117
E01025331,Index of Multiple Deprivation,Rank,15173
E01025348,Index of Multiple Deprivation,Rank,26255
E01025349,Index of Multiple Deprivation,Rank,23811
E01025334,Index of Multiple Deprivation,Rank,19651
E01025344,Index of Multiple Deprivation,Rank,26077
E01025345,Index of Multiple Deprivation,Rank,31135
E01025346,Index of Multiple Deprivation,Rank,26607
E01025347,Index of Multiple Deprivation,Rank,22037
E01025329,Index of Multiple Deprivation,Rank,15366
E01025330,Index of Multiple Deprivation,Rank,19106
E01025335,Index of Multiple Deprivation,Rank,10031
E01025338,Index of Multiple Deprivation,Rank,17966
E01025339,Index of Multiple Deprivation,Rank,20107
E01025322,Index of Multiple Deprivation,Rank,24682
E01025326,Index of Multiple Deprivation,Rank,22552
E01025327,Index of Multiple Deprivation,Rank,30353
E01025342,Index of Multiple Deprivation,Rank,27843
E01025321,Index of Multiple Deprivation,Rank,25227
E01025340,Index of Multiple Deprivation,Rank,28532
E01025341,Index of Multiple Deprivation,Rank,32627
E01025343,Index of Multiple Deprivation,Rank,27007
E01025354,Index of Multiple Deprivation,Rank,25209
E01025316,Index of Multiple Deprivation,Rank,29834
E01025317,Index of Multiple Deprivation,Rank,25910
E01025325,Index of Multiple Deprivation,Rank,18435
E01025328,Index of Multiple Deprivation,Rank,30304
E01025318,Index of Multiple Deprivation,Rank,26638
E01025319,Index of Multiple Deprivation,Rank,27015
E01025333,Index of Multiple Deprivation,Rank,23779
E01025350,Index of Multiple Deprivation,Rank,29583
E01025351,Index of Multiple Deprivation,Rank,18097
E01025323,Index of Multiple Deprivation,Rank,24585
E01025324,Index of Multiple Deprivation,Rank,27821
E01025332,Index of Multiple Deprivation,Rank,32676
E01025336,Index of Multiple Deprivation,Rank,29574
E01025337,Index of Multiple Deprivation,Rank,30334
E01025352,Index of Multiple Deprivation,Rank,30329
E01025353,Index of Multiple Deprivation,Rank,30037
E01025355,Index of Multiple Deprivation,Rank,30663
E01025361,Index of Multiple Deprivation,Rank,20077
E01025362,Index of Multiple Deprivation,Rank,20587
E01025393,Index of Multiple Deprivation,Rank,12641
E01025363,Index of Multiple Deprivation,Rank,14199
E01025364,Index of Multiple Deprivation,Rank,26872
E01025366,Index of Multiple Deprivation,Rank,7427
E01025395,Index of Multiple Deprivation,Rank,14632
E01025396,Index of Multiple Deprivation,Rank,2387
E01025397,Index of Multiple Deprivation,Rank,7922
E01025398,Index of Multiple Deprivation,Rank,8761
E01025367,Index of Multiple Deprivation,Rank,18985
E01025368,Index of Multiple Deprivation,Rank,7917
E01025369,Index of Multiple Deprivation,Rank,3546
E01025381,Index of Multiple Deprivation,Rank,3762
E01025382,Index of Multiple Deprivation,Rank,2032
E01025383,Index of Multiple Deprivation,Rank,16441
E01025356,Index of Multiple Deprivation,Rank,9147
E01025373,Index of Multiple Deprivation,Rank,20085
E01025385,Index of Multiple Deprivation,Rank,3574
E01025387,Index of Multiple Deprivation,Rank,15115
E01033281,Index of Multiple Deprivation,Rank,11288
E01025377,Index of Multiple Deprivation,Rank,29049
E01025378,Index of Multiple Deprivation,Rank,25408
E01025379,Index of Multiple Deprivation,Rank,9479
E01025380,Index of Multiple Deprivation,Rank,29763
E01025357,Index of Multiple Deprivation,Rank,19554
E01025358,Index of Multiple Deprivation,Rank,26483
E01025365,Index of Multiple Deprivation,Rank,22485
E01025384,Index of Multiple Deprivation,Rank,20117
E01025359,Index of Multiple Deprivation,Rank,11215
E01025360,Index of Multiple Deprivation,Rank,13301
E01025375,Index of Multiple Deprivation,Rank,24387
E01025376,Index of Multiple Deprivation,Rank,7726
E01025371,Index of Multiple Deprivation,Rank,7848
E01025374,Index of Multiple Deprivation,Rank,10694
E01025391,Index of Multiple Deprivation,Rank,6965
E01025392,Index of Multiple Deprivation,Rank,11304
E01025394,Index of Multiple Deprivation,Rank,11133
E01025370,Index of Multiple Deprivation,Rank,13908
E01025388,Index of Multiple Deprivation,Rank,7192
E01025389,Index of Multiple Deprivation,Rank,2347
E01025390,Index of Multiple Deprivation,Rank,5793
E01012607,Index of Multiple Deprivation,Decile,4
E01012608,Index of Multiple Deprivation,Decile,2
E01012633,Index of Multiple Deprivation,Decile,5
E01012634,Index of Multiple Deprivation,Decile,4
E01012635,Index of Multiple Deprivation,Decile,5
E01012636,Index of Multiple Deprivation,Decile,8
E01012581,Index of Multiple Deprivation,Decile,8
E01012582,Index of Multiple Deprivation,Decile,8
E01012583,Index of Multiple Deprivation,Decile,9
E01012587,Index of Multiple Deprivation,Decile,3
E01012588,Index of Multiple Deprivation,Decile,3
E01012574,Index of Multiple Deprivation,Decile,1
E01012577,Index of Multiple Deprivation,Decile,1
E01012578,Index of Multiple Deprivation,Decile,1
E01012605,Index of Multiple Deprivation,Decile,2
E01012606,Index of Multiple Deprivation,Decile,3
E01012579,Index of Multiple Deprivation,Decile,2
E01012580,Index of Multiple Deprivation,Decile,2
E01012642,Index of Multiple Deprivation,Decile,2
E01012645,Index of Multiple Deprivation,Decile,5
E01012585,Index of Multiple Deprivation,Decile,3
E01012586,Index of Multiple Deprivation,Decile,1
E01012656,Index of Multiple Deprivation,Decile,1
E01012657,Index of Multiple Deprivation,Decile,1
E01012658,Index of Multiple Deprivation,Decile,3
E01012629,Index of Multiple Deprivation,Decile,2
E01012631,Index of Multiple Deprivation,Decile,1
E01012643,Index of Multiple Deprivation,Decile,1
E01012644,Index of Multiple Deprivation,Decile,3
E01012655,Index of Multiple Deprivation,Decile,1
E01012571,Index of Multiple Deprivation,Decile,1
E01012572,Index of Multiple Deprivation,Decile,1
E01012573,Index of Multiple Deprivation,Decile,2
E01012575,Index of Multiple Deprivation,Decile,1
E01012630,Index of Multiple Deprivation,Decile,2
E01012576,Index of Multiple Deprivation,Decile,2
E01012637,Index of Multiple Deprivation,Decile,1
E01012638,Index of Multiple Deprivation,Decile,1
E01012639,Index of Multiple Deprivation,Decile,1
E01012640,Index of Multiple Deprivation,Decile,2
E01012641,Index of Multiple Deprivation,Decile,1
E01012595,Index of Multiple Deprivation,Decile,1
E01012596,Index of Multiple Deprivation,Decile,1
E01012622,Index of Multiple Deprivation,Decile,1
E01012623,Index of Multiple Deprivation,Decile,3
E01012624,Index of Multiple Deprivation,Decile,1
E01012625,Index of Multiple Deprivation,Decile,2
E01012584,Index of Multiple Deprivation,Decile,8
E01012609,Index of Multiple Deprivation,Decile,9
E01012610,Index of Multiple Deprivation,Decile,7
E01012611,Index of Multiple Deprivation,Decile,8
E01012612,Index of Multiple Deprivation,Decile,8
E01012613,Index of Multiple Deprivation,Decile,8
E01012600,Index of Multiple Deprivation,Decile,2
E01012601,Index of Multiple Deprivation,Decile,1
E01012602,Index of Multiple Deprivation,Decile,7
E01012603,Index of Multiple Deprivation,Decile,1
E01012604,Index of Multiple Deprivation,Decile,4
E01012632,Index of Multiple Deprivation,Decile,3
E01012594,Index of Multiple Deprivation,Decile,1
E01012618,Index of Multiple Deprivation,Decile,6
E01012619,Index of Multiple Deprivation,Decile,1
E01012620,Index of Multiple Deprivation,Decile,5
E01012621,Index of Multiple Deprivation,Decile,2
E01012593,Index of Multiple Deprivation,Decile,4
E01012597,Index of Multiple Deprivation,Decile,8
E01012598,Index of Multiple Deprivation,Decile,9
E01012599,Index of Multiple Deprivation,Decile,4
E01012589,Index of Multiple Deprivation,Decile,2
E01012590,Index of Multiple Deprivation,Decile,3
E01012591,Index of Multiple Deprivation,Decile,2
E01012648,Index of Multiple Deprivation,Decile,2
E01012652,Index of Multiple Deprivation,Decile,8
E01012617,Index of Multiple Deprivation,Decile,3
E01012646,Index of Multiple Deprivation,Decile,1
E01012647,Index of Multiple Deprivation,Decile,1
E01012650,Index of Multiple Deprivation,Decile,1
E01012649,Index of Multiple Deprivation,Decile,1
E01012651,Index of Multiple Deprivation,Decile,4
E01012653,Index of Multiple Deprivation,Decile,3
E01012654,Index of Multiple Deprivation,Decile,2
E01012614,Index of Multiple Deprivation,Decile,7
E01012615,Index of Multiple Deprivation,Decile,3
E01012616,Index of Multiple Deprivation,Decile,6
E01012659,Index of Multiple Deprivation,Decile,7
E01012660,Index of Multiple Deprivation,Decile,9
E01012661,Index of Multiple Deprivation,Decile,4
E01012592,Index of Multiple Deprivation,Decile,7
E01012628,Index of Multiple Deprivation,Decile,8
E01032485,Index of Multiple Deprivation,Decile,8
E01032486,Index of Multiple Deprivation,Decile,10
E01024859,Index of Multiple Deprivation,Decile,6
E01024861,Index of Multiple Deprivation,Decile,8
E01024862,Index of Multiple Deprivation,Decile,8
E01024891,Index of Multiple Deprivation,Decile,3
E01024892,Index of Multiple Deprivation,Decile,3
E01024894,Index of Multiple Deprivation,Decile,4
E01024893,Index of Multiple Deprivation,Decile,1
E01024896,Index of Multiple Deprivation,Decile,4
E01024897,Index of Multiple Deprivation,Decile,3
E01024898,Index of Multiple Deprivation,Decile,1
E01024856,Index of Multiple Deprivation,Decile,1
E01024875,Index of Multiple Deprivation,Decile,1
E01024876,Index of Multiple Deprivation,Decile,1
E01024877,Index of Multiple Deprivation,Decile,1
E01024878,Index of Multiple Deprivation,Decile,1
E01024895,Index of Multiple Deprivation,Decile,1
E01024883,Index of Multiple Deprivation,Decile,3
E01024884,Index of Multiple Deprivation,Decile,3
E01024885,Index of Multiple Deprivation,Decile,1
E01024886,Index of Multiple Deprivation,Decile,2
E01024889,Index of Multiple Deprivation,Decile,4
E01024890,Index of Multiple Deprivation,Decile,2
E01024879,Index of Multiple Deprivation,Decile,3
E01024880,Index of Multiple Deprivation,Decile,3
E01024912,Index of Multiple Deprivation,Decile,9
E01024913,Index of Multiple Deprivation,Decile,8
E01024914,Index of Multiple Deprivation,Decile,8
E01024881,Index of Multiple Deprivation,Decile,2
E01024882,Index of Multiple Deprivation,Decile,1
E01024902,Index of Multiple Deprivation,Decile,2
E01024911,Index of Multiple Deprivation,Decile,3
E01024855,Index of Multiple Deprivation,Decile,1
E01024857,Index of Multiple Deprivation,Decile,2
E01024858,Index of Multiple Deprivation,Decile,1
E01024864,Index of Multiple Deprivation,Decile,3
E01024863,Index of Multiple Deprivation,Decile,2
E01024865,Index of Multiple Deprivation,Decile,1
E01024866,Index of Multiple Deprivation,Decile,3
E01024867,Index of Multiple Deprivation,Decile,9
E01024860,Index of Multiple Deprivation,Decile,7
E01024868,Index of Multiple Deprivation,Decile,7
E01024869,Index of Multiple Deprivation,Decile,8
E01024870,Index of Multiple Deprivation,Decile,6
E01024872,Index of Multiple Deprivation,Decile,1
E01024899,Index of Multiple Deprivation,Decile,1
E01024900,Index of Multiple Deprivation,Decile,1
E01024907,Index of Multiple Deprivation,Decile,1
E01024908,Index of Multiple Deprivation,Decile,1
E01024909,Index of Multiple Deprivation,Decile,1
E01024874,Index of Multiple Deprivation,Decile,7
E01024887,Index of Multiple Deprivation,Decile,3
E01024888,Index of Multiple Deprivation,Decile,5
E01024901,Index of Multiple Deprivation,Decile,9
E01024904,Index of Multiple Deprivation,Decile,3
E01024906,Index of Multiple Deprivation,Decile,1
E01024910,Index of Multiple Deprivation,Decile,2
E01024871,Index of Multiple Deprivation,Decile,4
E01024873,Index of Multiple Deprivation,Decile,5
E01024903,Index of Multiple Deprivation,Decile,3
E01024905,Index of Multiple Deprivation,Decile,7
E01025060,Index of Multiple Deprivation,Decile,2
E01025061,Index of Multiple Deprivation,Decile,5
E01025062,Index of Multiple Deprivation,Decile,1
E01025063,Index of Multiple Deprivation,Decile,3
E01025064,Index of Multiple Deprivation,Decile,9
E01025065,Index of Multiple Deprivation,Decile,4
E01025066,Index of Multiple Deprivation,Decile,6
E01025032,Index of Multiple Deprivation,Decile,2
E01025033,Index of Multiple Deprivation,Decile,7
E01025034,Index of Multiple Deprivation,Decile,4
E01025048,Index of Multiple Deprivation,Decile,7
E01025049,Index of Multiple Deprivation,Decile,1
E01025050,Index of Multiple Deprivation,Decile,5
E01025053,Index of Multiple Deprivation,Decile,5
E01025070,Index of Multiple Deprivation,Decile,2
E01025071,Index of Multiple Deprivation,Decile,4
E01025072,Index of Multiple Deprivation,Decile,2
E01025073,Index of Multiple Deprivation,Decile,4
E01025074,Index of Multiple Deprivation,Decile,9
E01025051,Index of Multiple Deprivation,Decile,2
E01025052,Index of Multiple Deprivation,Decile,8
E01025057,Index of Multiple Deprivation,Decile,4
E01025058,Index of Multiple Deprivation,Decile,3
E01025059,Index of Multiple Deprivation,Decile,2
E01025067,Index of Multiple Deprivation,Decile,1
E01025068,Index of Multiple Deprivation,Decile,1
E01025069,Index of Multiple Deprivation,Decile,3
E01025044,Index of Multiple Deprivation,Decile,2
E01025045,Index of Multiple Deprivation,Decile,1
E01025046,Index of Multiple Deprivation,Decile,1
E01025081,Index of Multiple Deprivation,Decile,7
E01025041,Index of Multiple Deprivation,Decile,1
E01025042,Index of Multiple Deprivation,Decile,1
E01025082,Index of Multiple Deprivation,Decile,1
E01025083,Index of Multiple Deprivation,Decile,1
E01025084,Index of Multiple Deprivation,Decile,1
E01033231,Index of Multiple Deprivation,Decile,1
E01025055,Index of Multiple Deprivation,Decile,2
E01025075,Index of Multiple Deprivation,Decile,2
E01025076,Index of Multiple Deprivation,Decile,3
E01025077,Index of Multiple Deprivation,Decile,2
E01025078,Index of Multiple Deprivation,Decile,7
E01025035,Index of Multiple Deprivation,Decile,5
E01025036,Index of Multiple Deprivation,Decile,1
E01025037,Index of Multiple Deprivation,Decile,3
